City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
142,stornoway,58.2093,-6.3865,2.180000000000007,82,40,3.6,GB,1674041938
143,kruisfontein,-34.0033,24.7314,33.06,41,99,6.03,ZA,1674041938
144,hermanus,-34.4187,19.2345,24.410000000000025,71,68,2.83,ZA,1674041476
145,ribeira grande,38.5167,-28.7,15.430000000000007,72,20,2.06,PT,1674041431
146,yellowknife,62.456,-114.3525,-10.70999999999998,85,100,3.6,CA,1674041475
147,pingdu,36.7844,119.9464,-1.7899999999999636,52,0,2.66,CN,1674041939
148,coquimbo,-29.9533,-71.3436,15.850000000000023,88,0,1.03,CL,1674041473
149,souillac,-20.5167,57.5167,28.210000000000036,78,75,9.26,MU,1674041536
150,iqaluit,63.7506,-68.5145,-20.149999999999977,76,100,3.09,CA,1674041555
151,marti,22.9475,-80.9203,16.560000000000002,90,0,3.64,CU,1674041940
152,muscat,23.6139,58.5922,26.010000000000048,61,49,4.24,OM,1674041940
153,pizarro,4.9533,-77.366,23.28000000000003,93,99,3.43,CO,1674041488
154,leningradskiy,69.3833,178.4167,-26.669999999999987,95,100,8.75,RU,1674041436
155,sheridan,44.8333,-106.9173,-0.9399999999999977,83,0,1.54,US,1674041941
156,port hedland,-20.3167,118.5667,29.03000000000003,79,14,5.66,AU,1674041469
157,vestmanna,62.1564,-7.1664,0.5100000000000477,69,75,10.8,FO,1674041516
158,broome,42.2506,-75.833,4.28000000000003,88,100,4.63,US,1674041942
159,shache,38.4167,77.2406,-14.199999999999989,90,80,1.53,CN,1674041543
160,thompson,55.7435,-97.8558,-9.909999999999968,92,100,1.54,CA,1674041468
161,ales,44.1333,4.0833,8.600000000000023,53,60,5.49,FR,1674041942
162,san patricio,28.017,-97.5169,21.060000000000002,86,100,3.73,US,1674041431
163,nanortalik,60.1432,-45.2371,-3.319999999999993,67,100,4.03,GL,1674041433
164,boda,4.3189,17.4695,36.09000000000003,14,71,2.87,CF,1674041943
165,tessalit,20.1986,1.0114,25.450000000000045,11,74,2.55,ML,1674041491
166,egvekinot,66.3167,-179.1667,-28.669999999999987,85,55,4.9,RU,1674041481
167,beringovskiy,63.05,179.3167,-30.629999999999967,93,44,3.91,RU,1674041474
168,bambous virieux,-20.3428,57.7575,28.140000000000043,78,75,9.26,MU,1674041481
169,sitka,57.0531,-135.33,2.9399999999999977,81,100,5.14,US,1674041944
170,new norfolk,-42.7826,147.0587,13.730000000000018,57,46,0.89,AU,1674041455
171,kasongo-lunda,-6.4667,16.8167,31.760000000000048,43,84,0.78,CD,1674041945
172,baringo,0.4667,35.9667,33.93000000000001,12,43,2.85,KE,1674041945
173,rio grande,-32.035,-52.0986,25.060000000000002,68,100,5.97,BR,1674041946
174,brekstad,63.687,9.6654,3.0500000000000114,60,0,8.23,NO,1674041554
175,ikalamavony,-21.15,46.5833,26.340000000000032,56,57,6.94,MG,1674041946
176,sfantu gheorghe,45.8667,25.7833,12.680000000000007,55,90,4.47,RO,1674041947
177,sao joao da barra,-21.6403,-41.0511,27.05000000000001,83,20,4.0,BR,1674041947
178,cockburn town,21.4612,-71.1419,22.980000000000018,56,40,2.06,TC,1674041947
179,hobyo,5.3505,48.5268,26.82000000000005,61,42,9.97,SO,1674041495
180,kushmurun,52.4503,64.6311,-17.45999999999998,78,4,1.94,KZ,1674041948
181,tigil,57.8,158.6667,-19.279999999999973,98,100,1.01,RU,1674041517
182,aitape,-3.1374,142.3475,26.0,86,99,3.33,PG,1674041948
183,ponazyrevo,58.3578,46.3142,-5.060000000000002,86,100,4.29,RU,1674041948
184,ahipara,-35.1667,173.1667,16.879999999999995,92,8,3.04,NZ,1674041949
185,narsaq,60.9167,-46.05,-8.879999999999995,74,100,3.09,GL,1674041481
186,casambalangan,18.3765,122.1274,22.710000000000036,81,89,4.98,PH,1674041949
187,chuy,-33.6971,-53.4616,24.79000000000002,59,3,5.5,UY,1674041454
188,muros,42.7762,-9.0603,9.350000000000023,86,73,10.32,ES,1674041611
189,san ramon,37.7799,-121.978,8.189999999999998,92,0,2.06,US,1674041950
190,tamiahua,21.2667,-97.45,20.879999999999995,95,53,1.94,MX,1674041951
191,brigantine,39.4101,-74.3646,6.110000000000014,96,75,2.57,US,1674041951
192,tezu,27.9167,96.1667,14.810000000000002,63,0,1.79,IN,1674041952
193,kodiak,57.79,-152.4072,-1.2699999999999818,64,0,4.63,US,1674041518
194,havre-saint-pierre,50.2334,-63.5986,1.2000000000000455,100,100,2.06,CA,1674041486
195,airai,-8.9266,125.4092,16.960000000000036,94,93,0.53,TL,1674041549
196,bosaso,11.2842,49.1816,26.99000000000001,74,40,4.12,SO,1674041953
197,matadi,-5.8167,13.45,32.30000000000001,58,73,1.59,CD,1674041953
198,paamiut,61.994,-49.6678,-5.1200000000000045,67,100,2.94,GL,1674041523
199,bethel,41.3712,-73.414,6.060000000000002,71,20,1.54,US,1674041182
200,hofn,64.2539,-15.2082,-2.9899999999999523,59,20,9.26,IS,1674041480
201,kavaratti,10.5669,72.642,26.910000000000025,74,35,3.71,IN,1674041594
202,prince rupert,54.3161,-130.3201,0.8300000000000409,100,100,5.14,CA,1674041954
203,tonantins,-2.8731,-67.8022,23.100000000000023,93,100,1.19,BR,1674041954
204,coahuayana,18.7333,-103.6833,16.260000000000048,80,42,1.58,MX,1674041955
205,totness,5.8833,-56.3167,25.129999999999995,79,91,2.93,SR,1674041955
206,kenora,49.8167,-94.4337,-13.45999999999998,85,75,2.57,CA,1674041956
207,huanren,41.2647,125.3667,-11.75,79,3,2.0,CN,1674041607
208,santa cruz de tenerife,28.4682,-16.2546,21.28000000000003,95,75,6.69,ES,1674041436
209,ouango,4.3133,22.5552,38.210000000000036,15,13,1.22,CF,1674041957
210,moerai,-22.4333,-151.3333,25.25,83,26,5.73,PF,1674041957
211,nikolskoye,59.7035,30.7861,2.1100000000000136,98,100,3.32,RU,1674041500
212,saint george,37.1041,-113.5841,3.57000000000005,76,100,2.57,US,1674041438
213,cessnock,-32.8333,151.35,25.08000000000004,68,56,2.05,AU,1674041959
214,port-gentil,-0.7193,8.7815,29.980000000000018,74,40,4.12,GA,1674041959
